country,dystopia_residual,family,freedom,gdp_per_capita,generosity,government_corruption,life_expectancy,lower_confidence_interval,rank,region,score,social_support,standard_error,upper_confidence_interval,whiskerhigh,whiskerlow
Lebanon,,,0.216,0.987,0.166,0.027,0.815,,91,,5.197,1.224,,,,
Indonesia,,,0.491,0.931,0.498,0.028,0.66,,92,,5.192,1.203,,,,
China,,,0.521,1.029,0.058,0.1,0.893,,93,,5.191,1.125,,,,
Vietnam,,,0.543,0.741,0.147,0.073,0.851,,94,,5.175,1.346,,,,
Bhutan,,,0.457,0.813,0.37,0.167,0.604,,95,,5.082,1.321,,,,
Cameroon,,,0.381,0.549,0.187,0.037,0.331,,96,,5.044,0.91,,,,
Bulgaria,,,0.311,1.092,0.081,0.004,0.815,,97,,5.011,1.513,,,,
Ghana,,,0.381,0.611,0.245,0.04,0.486,,98,,4.996,0.868,,,,
Ivory Coast,,,0.352,0.569,0.154,0.09,0.232,,99,,4.944,0.808,,,,
Nepal,,,0.439,0.446,0.285,0.089,0.677,,100,,4.913,1.226,,,,
Jordan,,,0.383,0.837,0.11,0.13,0.815,,101,,4.906,1.225,,,,
Benin,,,0.349,0.393,0.175,0.082,0.397,,102,,4.883,0.437,,,,
Congo (Brazzaville),,,0.372,0.673,0.105,0.093,0.508,,103,,4.812,0.799,,,,
Gabon,,,0.295,1.057,0.043,0.055,0.571,,104,,4.799,1.183,,,,
Laos,,,0.547,0.764,0.266,0.164,0.551,,105,,4.796,1.03,,,,
South Africa,,,0.389,0.96,0.13,0.055,0.469,,106,,4.722,1.351,,,,
Albania,,,0.383,0.947,0.178,0.027,0.874,,107,,4.719,0.848,,,,
Venezuela,,,0.154,0.96,0.064,0.047,0.805,,108,,4.707,1.427,,,,
Cambodia,,,0.609,0.574,0.232,0.062,0.637,,109,,4.7,1.122,,,,
Palestinian Territories,,,0.225,0.657,0.103,0.066,0.672,,110,,4.696,1.247,,,,
Senegal,,,0.292,0.45,0.153,0.072,0.571,,111,,4.681,1.134,,,,
Somalia,,,0.559,0.0,0.243,0.27,0.268,,112,,4.668,0.698,,,,
Namibia,,,0.401,0.879,0.07,0.056,0.477,,113,,4.639,1.313,,,,
Niger,,,0.318,0.138,0.188,0.102,0.366,,114,,4.628,0.774,,,,
Burkina Faso,,,0.255,0.331,0.177,0.113,0.38,,115,,4.587,1.056,,,,
Armenia,,,0.283,0.85,0.095,0.064,0.815,,116,,4.559,1.055,,,,
Iran,,,0.305,1.1,0.27,0.125,0.785,,117,,4.548,0.842,,,,
Guinea,,,0.332,0.38,0.207,0.086,0.375,,118,,4.534,0.829,,,,
Georgia,,,0.346,0.886,0.043,0.164,0.752,,119,,4.519,0.666,,,,
Gambia,,,0.382,0.308,0.269,0.167,0.428,,120,,4.516,0.939,,,,
Kenya,,,0.431,0.512,0.372,0.053,0.581,,121,,4.509,0.983,,,,
Mauritania,,,0.066,0.57,0.106,0.088,0.489,,122,,4.49,1.167,,,,
Mozambique,,,0.494,0.204,0.197,0.138,0.39,,123,,4.466,0.986,,,,
Tunisia,,,0.167,0.921,0.059,0.055,0.815,,124,,4.461,1.0,,,,
Bangladesh,,,0.527,0.562,0.166,0.143,0.723,,125,,4.456,0.928,,,,
Iraq,,,0.241,1.043,0.148,0.089,0.574,,126,,4.437,0.98,,,,
Congo (Kinshasa),,,0.269,0.094,0.212,0.053,0.357,,127,,4.418,1.125,,,,
Mali,,,0.327,0.385,0.153,0.052,0.308,,128,,4.39,1.105,,,,
Sierra Leone,,,0.309,0.268,0.252,0.045,0.242,,129,,4.374,0.841,,,,
Sri Lanka,,,0.47,0.949,0.244,0.047,0.831,,130,,4.366,1.265,,,,
Myanmar,,,0.525,0.71,0.566,0.172,0.555,,131,,4.36,1.181,,,,
Chad,,,0.174,0.35,0.198,0.078,0.192,,132,,4.35,0.766,,,,
Ukraine,,,0.178,0.82,0.187,0.01,0.739,,133,,4.332,1.39,,,,
Ethiopia,,,0.344,0.336,0.209,0.1,0.532,,134,,4.286,1.033,,,,
Swaziland,,,0.313,0.811,0.074,0.135,0.0,,135,,4.212,1.149,,,,
Uganda,,,0.356,0.332,0.252,0.06,0.443,,136,,4.189,1.069,,,,
Egypt,,,0.241,0.913,0.076,0.067,0.644,,137,,4.166,1.039,,,,
Zambia,,,0.431,0.578,0.247,0.087,0.426,,138,,4.107,1.058,,,,
Togo,,,0.293,0.275,0.177,0.085,0.41,,139,,4.085,0.572,,,,
India,,,0.498,0.755,0.2,0.085,0.588,,140,,4.015,0.765,,,,
Liberia,,,0.37,0.073,0.233,0.033,0.443,,141,,3.975,0.922,,,,
Comoros,,,0.142,0.274,0.275,0.078,0.505,,142,,3.973,0.757,,,,
Madagascar,,,0.148,0.274,0.169,0.041,0.555,,143,,3.933,0.916,,,,
Lesotho,,,0.359,0.489,0.107,0.093,0.168,,144,,3.802,1.169,,,,
Burundi,,,0.22,0.046,0.176,0.18,0.38,,145,,3.775,0.447,,,,
Zimbabwe,,,0.361,0.366,0.151,0.089,0.433,,146,,3.663,1.114,,,,
Haiti,,,0.026,0.323,0.419,0.11,0.449,,147,,3.597,0.688,,,,
Botswana,,,0.455,1.041,0.025,0.1,0.538,,148,,3.488,1.145,,,,
Syria,,,0.013,0.619,0.331,0.141,0.44,,149,,3.462,0.378,,,,
Malawi,,,0.443,0.191,0.218,0.089,0.495,,150,,3.41,0.56,,,,
Yemen,,,0.143,0.287,0.108,0.077,0.463,,151,,3.38,1.163,,,,
Rwanda,,,0.555,0.359,0.217,0.411,0.614,,152,,3.334,0.711,,,,
Tanzania,,,0.417,0.476,0.276,0.147,0.499,,153,,3.231,0.885,,,,
Afghanistan,,,0.0,0.35,0.158,0.025,0.361,,154,,3.203,0.517,,,,
Central African Republic,,,0.225,0.026,0.235,0.035,0.105,,155,,3.083,0.0,,,,
South Sudan,,,0.01,0.306,0.202,0.091,0.295,,156,,2.853,0.575,,,,
